First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Tim,Gorman,The Psycho,65.0,135.0,,Southpaw,9,4,0,
Chase,Gormley,,75.0,265.0,,Orthodox,14,6,0,
Jonathan,Goulet,The Road Warrior,72.0,170.0,73.0,Orthodox,23,12,0,
Thibault,Gouti,GT,70.0,155.0,72.0,Orthodox,12,5,0,
Wilson,Gouveia,,73.0,185.0,76.0,Orthodox,14,8,0,
Todd,Gouwenberg,,73.0,205.0,,Orthodox,9,5,0,
Hugo,Govea,,,,,Unrecorded,0,1,0,
Justin,Governale,The Therapist,,145.0,,Unrecorded,5,5,0,
Damian,Grabowski,The Polish Pitbull,73.0,241.0,75.0,Orthodox,20,5,0,
Patryk,Grabowski,Czapla,,205.0,,Unrecorded,5,1,0,
Royce,Gracie,,73.0,175.0,,Southpaw,15,2,3,
Crosley,Gracie,,69.0,190.0,,Orthodox,2,2,0,
Daniel,Gracie,,74.0,225.0,,Orthodox,5,4,1,
Ralph,Gracie,,69.0,183.0,,Orthodox,6,1,0,
Renzo,Gracie,,70.0,185.0,,Orthodox,13,7,1,
Rickson,Gracie,,70.0,185.0,,Switch,11,0,0,
Rodrigo,Gracie,,72.0,183.0,,Orthodox,6,2,1,
Royler,Gracie,,68.0,150.0,,Southpaw,5,5,1,
Ryan,Gracie,,69.0,200.0,,Orthodox,5,2,0,
Ralek,Gracie,,74.0,210.0,,Orthodox,3,1,0,
Rolles,Gracie,,76.0,242.0,,Orthodox,8,4,0,
Cesar,Gracie,,70.0,181.0,,Orthodox,0,1,0,
Roger,Gracie,,76.0,185.0,79.0,Orthodox,8,2,0,
Igor,Gracie,,71.0,170.0,,Unrecorded,5,4,0,
Neiman,Gracie,,72.0,170.0,,Unrecorded,6,0,0,
Kron,Gracie,,69.0,145.0,70.0,Southpaw,5,3,0,
Bogdan,Grad,The Unleashed,68.0,145.0,70.0,Orthodox,15,2,0,
Steven,Graham,,73.0,290.0,,Orthodox,2,1,0,
Scott,Graham,,76.0,185.0,,Orthodox,3,1,0,
Miranda,Granger,Danger,67.0,115.0,68.0,Orthodox,7,3,0,
TJ,Grant,,70.0,155.0,72.0,Orthodox,21,5,0,
Davey,Grant,Dangerous,68.0,135.0,69.0,Orthodox,16,7,0,
Dwight,Grant,The Body Snatcher,73.0,185.0,76.0,Switch,11,6,0,
Alexa,Grasso,,65.0,125.0,66.0,Orthodox,16,4,1,
Tony,Gravely,,65.0,135.0,69.0,Orthodox,23,9,0,
Michael,Graves,,70.0,170.0,71.0,Orthodox,6,0,1,
Shelton,Graves,The Gravedigger,74.0,255.0,76.0,Southpaw,7,3,0,
James,Gray,The Phenom,69.0,135.0,,Orthodox,4,1,0,
Kevin,Gray,Pocket Herc,64.0,125.0,67.0,Orthodox,9,4,0,
Sam,Greco,,74.0,205.0,,Orthodox,3,1,1,
King,Green,,70.0,155.0,71.0,Orthodox,32,17,1,
Desmond,Green,The Predator,70.0,155.0,73.0,Southpaw,23,8,0,
Gabe,Green,Gifted,70.0,155.0,73.0,Switch,11,5,0,
Maurice,Greene,The Crochet Boss,79.0,258.0,80.0,Orthodox,9,7,0,
Matt,Grice,The Real One,68.0,145.0,70.0,Orthodox,15,5,0,
Forrest,Griffin,,75.0,205.0,77.0,Orthodox,19,7,0,
Tyson,Griffin,,66.0,145.0,68.0,Orthodox,16,8,0,
Max,Griffin,Pain,71.0,170.0,76.0,Orthodox,20,11,0,
Jordan,Griffin,Native Psycho,70.0,145.0,73.0,Southpaw,18,9,0,
Chad,Griggs,The Grave Digger,73.0,205.0,73.0,Orthodox,11,3,0,
Charalampos,Grigoriou,Ferocious,67.0,135.0,67.0,Orthodox,8,5,0,
Chuck,Grigsby,The Reverend,78.0,205.0,,Orthodox,23,10,0,
Rodrigo,Gripp de Sousa,Riscado,71.0,205.0,,Orthodox,7,9,0,
Maxim,Grishin,Maximus,75.0,205.0,78.0,Orthodox,32,10,2,
Josh,Grispi,The Fluke,71.0,145.0,74.0,Orthodox,14,5,0,
Garrett,Gross,,69.0,155.0,,Orthodox,11,7,0,
Kendall,Grove,Da Spyder,78.0,185.0,79.0,Orthodox,23,17,0,
Neil,Grove,Goliath,78.0,265.0,,Orthodox,12,8,1,
Chris,Gruetzemacher,Gritz,68.0,155.0,68.0,Orthodox,15,5,0,
Vik,Grujic,The Spartan,71.0,170.0,73.0,Orthodox,6,6,0,
Mike,Grundy,,67.0,145.0,72.0,Orthodox,12,4,0,
Wang,Guan,The Dongbei Tiger,69.0,145.0,71.0,Orthodox,20,1,1,
Nandor,Guelmino,The Hun,75.0,230.0,,Unrecorded,11,5,1,
Fabricio,Guerreiro,,70.0,145.0,,Unrecorded,21,5,0,
Rainn,Guerrero,Purple Rainn,66.0,125.0,65.0,Orthodox,5,2,0,
Shannon,Gugerty,,70.0,155.0,71.0,Orthodox,15,7,0,
Clay,Guida,The Carpenter,67.0,155.0,70.0,Orthodox,38,22,0,
Jason,Guida,,70.0,214.0,,Unrecorded,19,28,0,
Melvin,Guillard,The Young Assassin,69.0,155.0,71.0,Orthodox,32,18,2,
Chris,Guillen,,72.0,240.0,,Orthodox,13,16,0,
Marcelo,Guimaraes,Magrao,72.0,185.0,73.0,Orthodox,9,2,1,
Leonardo,Guimaraes,Leleco,72.0,185.0,,Orthodox,11,5,0,
Brad,Gumm,,71.0,170.0,,Orthodox,10,6,1,
John,Gunderson,Quick Guns,69.0,155.0,69.0,Orthodox,35,16,2,
John,Gunther,The Machine,69.0,155.0,72.0,Orthodox,5,1,0,
Jorge,Gurgel,,67.0,155.0,69.0,Orthodox,14,10,0,
Fabio,Gurgel,,72.0,205.0,,Orthodox,3,2,0,
Luis,Gurule,Grim,65.0,125.0,64.0,Orthodox,10,0,0,
Bogdan,Guskov,Czarevitch,75.0,205.0,76.0,Orthodox,17,3,0,
Gugun,Gusman,The Tiger,67.0,135.0,68.0,Orthodox,8,4,0,
Andre,Gusmao,,72.0,205.0,,Orthodox,6,3,0,
Alexander,Gustafsson,The Mauler,77.0,205.0,79.0,Orthodox,18,8,0,
Andreas,Gustafsson,Bane,73.0,170.0,73.0,Orthodox,11,2,0,
Justin,Guthrie,,73.0,170.0,,Unrecorded,18,9,0,
Horacio,Gutierrez,The Punisher,70.0,145.0,,Unrecorded,4,3,0,
Chris,Gutierrez,El Guapo,69.0,135.0,67.0,Orthodox,21,6,2,
Mando,Gutierrez,El Toro,66.0,135.0,70.0,Southpaw,7,2,0,
Mike,Guymon,The Joker,72.0,170.0,74.0,Orthodox,15,6,1,
Chelsea,Hackett,Hammer,64.0,125.0,66.0,Switch,3,1,1,
Keith,Hackney,The Giant Killer,71.0,200.0,,Sideways,2,2,0,
Cody,Haddon,,67.0,135.0,69.0,Orthodox,8,1,0,
Jake,Hadley,White Kong,67.0,135.0,70.0,Southpaw,11,4,0,
Steve,Hadsel,,68.0,170.0,,Unrecorded,3,0,0,
Damir,Hadzovic,The Bosnian Bomber,69.0,155.0,70.0,Orthodox,14,8,0,
Bassil,Hafez,The Habibi,71.0,170.0,72.0,Orthodox,9,4,1,
Tim,Hague,The Trashing Machine,76.0,260.0,76.0,Orthodox,21,13,0,
Yazan,Hajeh,Yazzle Dazzle,69.0,145.0,,Orthodox,6,1,0,
Stoney,Hale,The Skuller,72.0,,,Unrecorded,5,3,0,
Kevin,Haley,The North Woods Nightmare,74.0,205.0,,Unrecorded,6,4,0,
Mark,Hall,,72.0,190.0,,Orthodox,5,6,0,
Uriah,Hall,Prime Time,72.0,185.0,79.0,Orthodox,18,11,0,
Ryan,Hall,The Wizard,70.0,145.0,70.0,Southpaw,9,2,0,
Dennis,Hallman,Superman,69.0,155.0,72.0,Orthodox,53,20,2,
Piotr,Hallmann,Pletwal,69.0,155.0,71.0,Orthodox,18,6,0,
Tony,Halme,,75.0,300.0,,Orthodox,0,4,0,
Brandon,Halsey,Bull,72.0,185.0,,Unrecorded,9,3,0,
John,Halverson,The Hurricane,69.0,155.0,,Southpaw,16,8,0,
Seo Hee,Ham,,62.0,115.0,62.0,Southpaw,17,8,0,
Frank,Hamaker,,,,,Unrecorded,1,0,0,
Kazuhiro,Hamanaka,,72.0,185.0,,Southpaw,5,7,1,
Rami,Hamed,,73.0,170.0,71.0,Orthodox,13,3,0,
Matt,Hamill,The Hammer,73.0,205.0,76.0,Orthodox,12,8,0,
Jeremy,Hamilton,Hawk,,185.0,,Unrecorded,9,2,0,
Anthony,Hamilton,Freight Train,77.0,260.0,76.0,Orthodox,15,9,0,
CJ,Hamilton,The Autobot,67.0,125.0,68.0,Switch,11,4,0,
Jared,Hamman,The Messenger,75.0,185.0,75.0,Orthodox,14,6,0,
James,Hammortree,The Sledge,75.0,185.0,,Orthodox,6,3,0,
Dean,Hancock,The Hammer,,155.0,,Unrecorded,2,1,0,
Chad,Hanekom,Superman,76.0,185.0,74.0,Orthodox,9,3,0,
Joachim,Hansen,Hellboy,67.0,150.0,,Southpaw,23,14,1,
Kay,Hansen,,62.0,115.0,63.0,Orthodox,7,6,0,
Nasrat,Haqparast,,70.0,155.0,72.0,Southpaw,18,5,0,
Shin,Haraguchi,,65.0,145.0,68.0,Switch,8,2,0,
Janay,Harding,Hollowpoint,,135.0,,Unrecorded,2,3,0,
Antoni,Hardonk,,76.0,245.0,78.0,Orthodox,8,6,0,
George,Hardwick,King,70.0,155.0,72.0,Orthodox,12,2,0,
Dan,Hardy,The Outlaw,72.0,170.0,74.0,Orthodox,25,10,0,
Veronica,Hardy,,64.0,125.0,64.0,Southpaw,9,5,1,
Greg,Hardy,Prince of War,77.0,265.0,80.0,Orthodox,7,5,0,
Tobias,Harila,Bad Intention,,,,Unrecorded,12,3,0,
Baru,Harn,Seiryu,,265.0,,Unrecorded,1,2,0,
Scott,Harper,,72.0,185.0,,Orthodox,12,7,0,
Josiah,Harrell,Muscle Hamster,67.0,170.0,68.0,Southpaw,7,0,0,
Gerry,Harris,,80.0,270.0,,Orthodox,1,4,0,
Gerald,Harris,,71.0,185.0,77.0,Southpaw,23,5,0,
Phil,Harris,Billy,64.0,125.0,65.0,Orthodox,22,12,0,
Walt,Harris,The Big Ticket,77.0,250.0,77.0,Southpaw,13,10,0,
Dhafir,Harris,Dada 5000,,257.0,,Unrecorded,2,0,0,
Trevor,Harris,,66.0,145.0,,Unrecorded,2,2,0,
Carlston,Harris,Mocambique,72.0,170.0,76.0,Orthodox,19,7,0,
Kayla,Harrison,,68.0,135.0,66.0,Southpaw,18,1,0,
Collin,Hart,,73.0,185.0,,Orthodox,6,3,1,
Joey,Hart,The Hitman,75.0,170.0,79.0,Orthodox,6,2,0,
Dale,Hartt,,70.0,155.0,69.0,Orthodox,6,3,0,
Luke,Hartwig,,,,,Unrecorded,0,1,0,
Clay,Harvison,Bushwacker,73.0,170.0,74.0,Orthodox,13,6,0,
Hidehiko,Hasegawa,,69.0,170.0,,Unrecorded,19,20,6,
Chris,Haseman,The Hammer,71.0,205.0,,Orthodox,20,17,0,
Takayo,Hashi,,64.0,135.0,,Orthodox,15,6,1,
Tomohiko,Hashimoto,,72.0,250.0,,Orthodox,1,4,0,
Justin,Haskins,,70.0,170.0,,Orthodox,7,6,0,
Hayder,Hassan,Hulk,70.0,170.0,,Unrecorded,6,3,0,
Ahmad,Hassanzada,Lion of the Ring,73.0,155.0,75.0,Orthodox,12,3,0,
Daiki,Hata,DJ Taiki,66.0,139.0,,Orthodox,17,11,7,
John,Hathaway,The Hitman,73.0,170.0,75.0,Orthodox,17,2,0,
Phil,Hawes,No Hype,72.0,185.0,77.0,Orthodox,12,6,0,
Justin,Hawes,The Hawk,71.0,205.0,,Unrecorded,6,9,0,
Chris,Hawk,,73.0,205.0,,Unrecorded,5,10,0,
Del,Hawkins,The Filipino Delight,65.0,135.0,,Orthodox,22,17,0,
Tommy,Hayden,Wild Card,69.0,145.0,,Southpaw,11,3,0,
Mike,Hayes,,76.0,230.0,,Orthodox,20,12,2,
Ryan,Hayes,,,,,Unrecorded,7,6,0,
Gerric,Hayes,,70.0,,,Unrecorded,8,11,0,
Josh,Haynes,Bring the Pain,69.0,170.0,,Orthodox,14,11,0,
Dustin,Hazelett,McLovin,73.0,170.0,76.0,Orthodox,12,7,0,
James,Head,,73.0,170.0,73.0,Orthodox,9,4,0,
Pat,Healy,Bam Bam,72.0,155.0,72.0,Orthodox,34,23,0,
Ryan,Healy,The Irish Assassin,73.0,155.0,,Orthodox,25,14,1,
Spencer,Hearns,,71.0,185.0,,Unrecorded,1,0,0,
David,Heath,,71.0,205.0,72.0,Orthodox,18,7,0,
Chris,Heatherly,Stump,69.0,155.0,,Orthodox,9,4,0,
Jake,Hecht,Hitman,72.0,170.0,73.0,Orthodox,11,4,0,
Nick,Hein,Sergeant,66.0,155.0,66.0,Southpaw,14,5,0,
Ian,Heinisch,The Hurricane,71.0,185.0,72.0,Orthodox,14,5,0,
Marcin,Held,,69.0,155.0,71.0,Orthodox,23,7,0,
Delson,Heleno,Pe De Chumbo,71.0,185.0,,Orthodox,29,10,0,
Matt,Helm,,,155.0,,Unrecorded,1,1,0,
Elisha,Helsper,Knuckles,66.0,135.0,,Orthodox,0,4,0,
Dan,Henderson,Hendo,71.0,185.0,74.0,Orthodox,32,15,0,
Benson,Henderson,Smooth,69.0,170.0,70.0,Southpaw,24,7,0,
Ron,Henderson,,70.0,125.0,,Unrecorded,4,3,0,
Josh,Hendricks,,74.0,235.0,,Southpaw,19,11,0,
Johny,Hendricks,Bigg Rigg,69.0,185.0,69.0,Southpaw,18,8,0,
Cory,Hendricks,,75.0,205.0,,Switch,3,1,0,
Luis,Henrique,KLB,74.0,243.0,74.0,Orthodox,10,5,0,
Jose,Henrique,Canela,75.0,170.0,79.0,Orthodox,5,1,0,
Diego,Henrique da Silva,Gaucho,74.0,185.0,,Orthodox,8,4,0,
Danny,Henry,The Hatchet,72.0,145.0,73.0,Orthodox,12,4,0,
Victor,Henry,La Mangosta,67.0,135.0,68.0,Switch,24,7,0,
TJ,Hepburn,The Carnivore,67.0,155.0,,Unrecorded,4,2,0,
Jai,Herbert,Black Country Banger,73.0,155.0,77.0,Orthodox,13,6,1,
Ed,Herman,Short Fuse,73.0,205.0,77.0,Orthodox,27,16,0,
Dave,Herman,,76.0,242.0,77.0,Orthodox,22,6,0,
Jack,Hermansson,The Joker,73.0,185.0,77.0,Orthodox,24,8,0,
Noe,Hernandez,,,,,Orthodox,5,5,0,
Joe,Hernandez,,,,,Unrecorded,0,1,0,
Ramiro,Hernandez,Junior,69.0,135.0,,Orthodox,19,9,0,
Alexander,Hernandez,The Great Ape,69.0,155.0,72.0,Orthodox,16,8,0,
Anthony,Hernandez,Fluffy,72.0,185.0,75.0,Orthodox,14,2,0,
Nohelin,Hernandez,Suave,70.0,135.0,71.0,Orthodox,9,4,0,
Carlos,Hernandez,,68.0,125.0,67.0,Orthodox,10,4,0,
Leslie,Hernandez,Dora The Destroyer,63.0,115.0,64.0,Orthodox,4,2,0,
Paul,Herrera,The Bone Crusher,70.0,185.0,,Orthodox,1,1,0,
Chris,Herrera,The Crusher,70.0,185.0,,Unrecorded,3,2,1,
Geane,Herrera,La Pulga,65.0,125.0,66.0,Orthodox,9,3,0,
Alvaro,Herrera Mendoza,Chango,72.0,155.0,74.0,Orthodox,9,6,0,
Felice,Herrig,Lil Bulldog,64.0,115.0,65.0,Orthodox,14,10,0,
Heath,Herring,The Texas Crazy Horse,76.0,250.0,78.0,Orthodox,28,16,0,
Jon,Hess,,79.0,295.0,,Unrecorded,1,1,0,
Clint,Hester,Headbussa,74.0,205.0,77.0,Orthodox,11,6,0,
Brandon,Hester,The Beast,73.0,205.0,,Unrecorded,3,0,0,
Jimy,Hettes,The Kid,69.0,145.0,71.0,Southpaw,11,3,0,
Conor,Heun,Hurricane,70.0,155.0,,Orthodox,9,5,0,
Marcus,Hicks,The Wrecking Ball,66.0,155.0,64.0,Southpaw,10,4,0,
Jay,Hieron,The Thoroughbred,72.0,170.0,75.0,Orthodox,23,7,0,
Brady,Hiestand,Bam Bam,68.0,135.0,71.0,Orthodox,9,2,0,
Lee,Higgins,,,155.0,,Unrecorded,2,1,0,
Jason,High,The Kansas City Bandit,68.0,155.0,73.0,Southpaw,21,6,0,
Richie,Hightower,The Dirty Samurai,68.0,170.0,,Orthodox,8,4,0,
Alex,Higley,,70.0,145.0,,Unrecorded,4,3,0,
Corey,Hill,,76.0,155.0,80.0,Orthodox,6,9,0,
Isaiah,Hill,,70.0,155.0,,Unrecorded,5,7,1,
Angela,Hill,Overkill,63.0,115.0,64.0,Orthodox,18,14,0,
Tyler,Hill,,75.0,170.0,,Switch,8,2,0,
Jamahal,Hill,Sweet Dreams,76.0,205.0,79.0,Southpaw,12,3,0,
Kailan,Hill,,73.0,185.0,77.0,Southpaw,4,1,0,
Branden Lee,Hinkle,The Iron Lion,75.0,235.0,,Orthodox,17,11,0,
Hatsu,Hioki,,71.0,145.0,73.0,Orthodox,29,10,2,
Alan,Hiro,Yamaniha,65.0,135.0,,Orthodox,14,5,4,
Kuniyoshi,Hironaka,,70.0,168.0,70.0,Orthodox,23,9,0,
Mizuto,Hirota,Pugnus,67.0,155.0,67.0,Orthodox,18,10,2,
Yuji,Hisamatsu,,70.0,185.0,,Unrecorded,16,22,6,
An Tuan,Ho,Highlight,66.0,125.0,66.0,Switch,6,1,0,
Kwan,Ho Kwak,,65.0,135.0,,Switch,9,2,0,
Matt,Hobar,The Crowbar,70.0,135.0,70.0,Southpaw,9,3,0,
Bobby,Hoffman,The Truth,74.0,245.0,,Orthodox,36,10,1,
Chris,Hofmann,,72.0,170.0,72.0,Orthodox,9,2,0,
Sam,Hoger,The Alaskan Assassin,74.0,205.0,,Orthodox,10,4,0,
Andrew,Holbrook,,71.0,155.0,70.0,Southpaw,12,3,0,
Sean,Holden,,70.0,170.0,,Unrecorded,5,2,0,
Chris,Holdsworth,,71.0,135.0,,Unrecorded,6,0,0,
Kevin,Holland,Trailblazer,75.0,170.0,81.0,Orthodox,27,13,0,
Roger,Hollett,The Hulk,71.0,205.0,,Orthodox,13,5,0,
Max,Holloway,Blessed,71.0,145.0,69.0,Orthodox,26,8,0,
Gabrielle,Holloway,Gabanator,63.0,145.0,,Unrecorded,6,5,0,
Jeremie,Holloway,Hit Em,72.0,170.0,,Unrecorded,8,3,0,
Holly,Holm,The Preacher's Daughter,68.0,135.0,69.0,Southpaw,15,7,0,
Rex,Holman,Big Dog,75.0,205.0,,Southpaw,4,2,0,
Joseph,Holmes,Uglyman Joe,76.0,185.0,80.0,Orthodox,8,4,0,
Kurt,Holobaugh,The Hurt,71.0,155.0,70.0,Orthodox,22,9,0,
Paddy,Holohan,The Hooligan,70.0,125.0,69.0,Orthodox,12,2,1,
Ben,Holscher,The Teacher,71.0,155.0,,Unrecorded,4,0,0,
Mark,Holst,Boots,72.0,155.0,,Orthodox,12,6,0,
Scott,Holtzman,Hot Sauce,69.0,155.0,69.0,Orthodox,14,6,0,
Sabah,Homasi,,72.0,170.0,72.0,Orthodox,11,8,0,
Mark,Hominick,The Machine,68.0,145.0,68.0,Orthodox,20,12,0,
Barb,Honchak,Little Warrior,64.0,125.0,65.0,Orthodox,10,4,0,
Chris,Honeycutt,The Cutt,70.0,170.0,73.0,Unrecorded,9,1,0,
JunYoung,Hong,Drunken Red,69.0,145.0,69.0,Orthodox,13,8,1,
SeongChan,Hong,Honey Badger,67.0,155.0,69.0,Orthodox,9,2,0,
Satoshi,Honma,,73.0,205.0,,Orthodox,4,6,3,
David,Hood,,72.0,200.0,,Unrecorded,1,3,0,
Lorenzo,Hood,Dream Killer,75.0,265.0,80.0,Southpaw,14,5,0,
Dan,Hooker,The Hangman,72.0,155.0,75.0,Switch,24,12,0,
Chase,Hooper,The Dream,73.0,155.0,74.0,Southpaw,15,3,1,
Darrell,Horcher,The Saint,70.0,155.0,70.0,Southpaw,13,4,0,
Moti,Horenstein,,76.0,230.0,,Orthodox,1,6,0,
Yoshinori,Horie,,68.0,145.0,70.0,Orthodox,8,2,0,
Kyoji,Horiguchi,,65.0,125.0,66.0,Orthodox,19,2,0,
Yuma,Horiuchi,Ichiban,66.0,125.0,67.0,Switch,9,5,0,
Jeremy,Horn,Gumby,73.0,185.0,74.0,Orthodox,91,22,5,
Matt,Horning,Horndog,64.0,125.0,,Unrecorded,20,25,0,
Chris,Horodecki,The Polish Hammer,69.0,155.0,69.0,Orthodox,21,7,1,
Jamey-Lyn,Horth,,67.0,125.0,66.0,Orthodox,7,2,0,
Matt,Horwich,Suave,73.0,185.0,,Orthodox,30,25,1,
John,Hosman,,70.0,135.0,,Southpaw,18,8,1,
Saeed,Hosseini,,,,,Unrecorded,0,1,0,
Jeff,Hougland,Hellbound,67.0,135.0,68.0,Orthodox,10,6,0,
Trey,Houston,,71.0,185.0,,Unrecorded,11,4,0,
Jamie,Houston,,,185.0,,Unrecorded,3,0,0,
Brian,Houston,B-Hue,74.0,185.0,,Orthodox,4,6,0,
Harold,Howard,,74.0,240.0,,Orthodox,1,3,0,
John,Howard,Doomsday,67.0,170.0,72.0,Orthodox,24,13,0,
Shane,Howell,,68.0,125.0,,Orthodox,13,10,0,
Hu,Yaozong,Totoro,75.0,185.0,72.0,Orthodox,3,3,0,
Carlos,Huachin,Perro Malo,64.0,135.0,67.0,Southpaw,10,5,1,
Brady,Huang,The Kung Fu Warrior,69.0,135.0,69.0,Orthodox,11,2,0,
Yuele,Huang,,,145.0,,Unrecorded,13,0,0,
Huang,Feier,Muscle Barbie,65.0,115.0,65.0,Orthodox,14,8,0,
Austin,Hubbard,Thud,70.0,155.0,71.0,Orthodox,17,8,0,
Collin,Huckbody,All In,75.0,185.0,76.0,Orthodox,8,2,0,
Alex,Huddleston,The Shaved Gorilla,79.0,254.0,,Unrecorded,6,2,0,
Roger,Huerta,El Matador,69.0,155.0,70.0,Orthodox,23,9,1,
Casey,Huffman,Hellbent,75.0,185.0,,Unrecorded,3,1,0,
Matt,Hughes,,69.0,170.0,73.0,Switch,45,9,0,
Mark,Hughes,,69.0,205.0,,Southpaw,6,2,0,
Jeff,Hughes,Lights Out,74.0,250.0,77.0,Orthodox,10,4,0,
Sam,Hughes,Sampage,65.0,115.0,64.0,Orthodox,10,6,0,
Victor,Hugo,Striker,67.0,135.0,71.0,Orthodox,25,5,0,
David,Hulett,Hollywood,70.0,170.0,,Unrecorded,22,10,0,
Dominik,Humburger,,,185.0,,Unrecorded,8,1,0,
Bryan,Humes,,,265.0,,Unrecorded,6,2,0,
Abongo,Humphrey,,71.0,205.0,,Orthodox,7,3,0,
Harry,Hunsucker,The Hurricane,74.0,205.0,75.0,Orthodox,7,6,0,
Mark,Hunt,Super Samoan,70.0,265.0,72.0,Orthodox,13,14,1,
Alex,Hunter,,69.0,226.0,,Orthodox,2,0,0,
Adam,Hunter,Warhammer,73.0,185.0,,Orthodox,7,1,0,
Joe,Hurley,,68.0,155.0,,Unrecorded,12,5,0,
Solomon,Hutcherson,King,71.0,185.0,,Southpaw,11,7,0,
Young,Hwang,,69.0,135.0,,Unrecorded,8,5,0,
Al,Iaquinta,Raging,70.0,155.0,70.0,Orthodox,14,7,1,
Khadis,Ibragimov,,75.0,205.0,78.0,Orthodox,8,4,0,
Minoki,Ichihara,,67.0,178.0,,Orthodox,0,1,0,
Dan,Ige,50K,67.0,145.0,71.0,Orthodox,18,9,0,
Valeri,Ignatov,,69.0,170.0,,Orthodox,1,2,0,
Sergey,Ignatov,,69.0,210.0,,Orthodox,0,1,0,
Fabiano,Iha,,68.0,155.0,,Orthodox,9,5,0,
Seichi,Ikemoto,,71.0,168.0,,Orthodox,21,19,5,
Mikhail,Iloukhine,,69.0,205.0,,Orthodox,30,11,1,
Zelim,Imadaev,,72.0,170.0,76.0,Orthodox,8,3,0,
Yusuke,Imamura,,68.0,220.0,,Orthodox,2,6,0,
Masakazu,Imanari,,64.0,139.0,,Southpaw,36,16,2,
Nassourdine,Imavov,The Sniper,75.0,185.0,75.0,Orthodox,16,4,0,
Brad,Imes,Hillbilly Heartthrob,79.0,265.0,,Orthodox,13,7,0,
Michael,Imperato,,67.0,135.0,66.0,Switch,12,7,0,
Chris,Indich,,70.0,170.0,,Unrecorded,6,4,0,
Chris,Inman,,,,,Unrecorded,1,0,0,
Guto,Inocente,,75.0,205.0,,Orthodox,7,4,0,
Enson,Inoue,Yamato Damashii,70.0,210.0,,Orthodox,12,8,0,
Egan,Inoue,,69.0,190.0,,Southpaw,13,8,0,
Katsuya,Inoue,,69.0,168.0,,Southpaw,19,9,4,
Takeshi,Inoue,Lion,68.0,145.0,,Unrecorded,23,10,0,
Naoki,Inoue,,69.0,125.0,71.0,Orthodox,11,1,0,
Jorge,Interiano,,73.0,205.0,,Unrecorded,4,3,0,
Jason,Ireland,The Irish Tornado,69.0,161.0,,Southpaw,19,9,1,
James,Irvin,The Sandman,74.0,205.0,75.0,Orthodox,17,10,0,
Eric,Irvin,,68.0,155.0,,Unrecorded,11,4,0,
Issa,Isakov,Determinator,69.0,155.0,70.0,Orthodox,10,3,0,
Mitsuhiro,Ishida,The Endless Warrior,66.0,154.0,,Southpaw,20,8,1,
Teruto,Ishihara,Yashabo,67.0,135.0,69.0,Southpaw,10,7,2,
Satoshi,Ishii,,71.0,240.0,,Orthodox,15,8,1,
Yuki,Ishikawa,,71.0,205.0,,Orthodox,0,2,0,
Eiji,Ishikawa,,70.0,170.0,,Unrecorded,29,24,3,
Tokimitsu,Ishizawa,Kendo Ka Shin,72.0,185.0,,Orthodox,1,5,1,
Damir,Ismagulov,Qazaq,70.0,155.0,74.0,Orthodox,24,3,0,
Wallid,Ismail,,67.0,205.0,,Orthodox,9,3,0,
Leandro,Issa,Brodinho,67.0,135.0,69.0,Orthodox,13,6,0,
Blagoy,Ivanov,Baga,71.0,250.0,73.0,Southpaw,19,6,0,
Anthony,Ivy,Aquaman,74.0,185.0,74.0,Orthodox,8,4,0,
Tomomi,Iwama,,63.0,155.0,,Orthodox,9,6,2,
Tatsuya,Iwasaki,,69.0,205.0,,Orthodox,0,1,0,
Taiga,Iwasaki,,73.0,185.0,73.0,Orthodox,9,2,0,
Saygid,Izagakhmaev,,,170.0,,Unrecorded,22,2,0,
Yoislandy,Izquierdo,Cuba,71.0,155.0,,Southpaw,10,4,0,
Hiroshi,Izumi,,,205.0,,Orthodox,4,2,0,
Yves,Jabouin,Tiger,67.0,135.0,68.0,Orthodox,20,11,0,
Kevin,Jackson,,70.0,199.0,,Switch,4,2,0,
Eugene,Jackson,The Wolf,68.0,185.0,,Orthodox,15,9,1,
Quinton,Jackson,Rampage,73.0,205.0,73.0,Orthodox,37,12,0,
Jeremy,Jackson,Scorpion,70.0,170.0,,Orthodox,9,5,0,
Damon,Jackson,The Leech,71.0,155.0,71.0,Switch,23,8,1,
Kenyon,Jackson,,72.0,185.0,,Unrecorded,4,3,0,
Mike,Jackson,The Truth,74.0,170.0,74.0,Orthodox,1,2,0,
Jason,Jackson,Jah-Son,73.0,170.0,78.0,Orthodox,7,2,0,
Montel,Jackson,Quik,70.0,135.0,75.0,Southpaw,14,2,0,
Eric,Jacob,,,155.0,,Unrecorded,1,9,0,
Richard,Jacobi,,76.0,260.0,75.0,Orthodox,6,1,1,
Dustin,Jacoby,The Hanyak,75.0,205.0,76.0,Orthodox,20,9,1,
Justin,James,,70.0,155.0,,Orthodox,13,7,0,
Nate,James,,72.0,185.0,,Unrecorded,14,8,1,
Virna,Jandiroba,Carcara,63.0,115.0,64.0,Orthodox,21,3,0,
Ryan,Janes,,75.0,185.0,76.0,Orthodox,10,3,0,
Josh,Janousek,,71.0,185.0,,Orthodox,8,1,0,
Dave,Jansen,,69.0,155.0,73.0,Orthodox,20,4,0,
